"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"470","유료직업소개소","11_50_02_P","3160000","2020316016014500020","2020-11-24","","01","영업/정상","20","영업중","","","","","028525355","","","서울특별시 구로구 가리봉동 88-37","서울특별시 구로구 구로동로 21-1, 2층 (가리봉동)","08322","(주)다나가인력개발","2026-01-14 13:01:13","U","2026-01-16 02:40:00","","189879.317284463","442378.26961242","법인","유료",
"471","유료직업소개소","11_50_02_P","5690000","2020569023914500013","2012-01-19","","01","영업/정상","20","영업중","","","","","044 864 1490","","","세종특별자치시 나성동 752 한림프라자","세종특별자치시 한누리대로 219, 한림프라자 4층 401~403호 (나성동)","30127","(주)지에스씨넷","2026-01-14 15:11:14","U","2026-01-16 02:40:00","","223135.156560498","331499.428242868","법인","유료",
"472","유료직업소개소","11_50_02_P","3450000","2023345016014500020","2023-11-22","","01","영업/정상","20","영업중","","","","","0532922000","","","대구광역시 북구 팔달동 524-20","대구광역시 북구 칠곡중앙대로 21, 3층 (팔달동)","41483","더블유비엠코리아(주) 직업소개소","2026-01-14 17:02:42","U","2026-01-16 02:40:00","","339689.28538011","267541.848882924","법인","유료",
"473","유료직업소개소","11_50_02_P","3360000","2026336018714500001","2026-01-14","","01","영업/정상","20","영업중","","","","","","","","부산광역시 강서구 화전동 583-2","부산광역시 강서구 화전산단2로 69-19, 종성빌딩 202호 (화전동)","46738","주식회사 에이픽","2026-01-15 14:27:35","I","2026-01-17 00:20:02","","371264.66785418","180037.353997595","법인","유료",
"474","유료직업소개소","11_50_02_P","3650000","2026365014714500002","2026-01-15","","01","영업/정상","20","영업중","","","","","","","","대전광역시 중구 옥계동 39-2","대전광역시 중구 대종로 89, 2층 (옥계동)","35069","천지인력개발","2026-01-15 15:29:18","I","2026-01-17 00:20:02","","240588.912275857","311192.25829696","개인","유료",
"475","유료직업소개소","11_50_02_P","3100000","2026310030014500003","2026-01-15","","01","영업/정상","20","영업중","","","","","","","","서울특별시 노원구 상계동 1313 수락리버시티4단지 상가동 203호","서울특별시 노원구 누원로 18, 상가동 203호 (상계동, 수락리버시티4단지)","01601","딩동인력","2026-01-15 14:29:21","I","2026-01-17 00:20:02","","204655.767899739","464849.968985063","개인","유료",
"476","유료직업소개소","11_50_02_P","4390000","2026439025914500001","2026-01-15","","01","영업/정상","20","영업중","","","","","","","","충청북도 충주시 연수동 1014","충청북도 충주시 연원1길 45 (연수동)","27349","충주상조도우미지원센터","2026-01-15 11:21:22","I","2026-01-17 00:20:02","","282906.182712627","387358.503395324","개인","유료",
"477","유료직업소개소","11_50_02_P","3210000","2026321019514500001","2026-01-15","","01","영업/정상","20","영업중","","","","","","","","서울특별시 서초구 서초동 1600-11 서초레몬","서울특별시 서초구 서초중앙로 45, 서초레몬 11층 1110호 (서초동)","06654","디에고컨설팅","2026-01-15 14:29:54","I","2026-01-17 00:20:02","","201296.398171062","442621.276121873","개인","유료",
"478","유료직업소개소","11_50_02_P","4781000","2026478106214500001","2026-01-15","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 고창군 공음면 칠암리 606-1","전북특별자치도 고창군 공음면 참나무정1길 22","56460","재우인력센타","2026-01-15 13:59:39","I","2026-01-17 00:20:02","","155580.081142372","208841.287502324","개인","유료",
"479","유료직업소개소","11_50_02_P","3220000","2026322025014500003","2019-09-20","","01","영업/정상","20","영업중","","","","","02  591 5456","","","서울특별시 강남구 도곡동 514-2 유니북스빌딩","서울특별시 강남구 논현로 164, 유니북스빌딩 9층 (도곡동)","06296","(주)유니메오","2026-01-15 16:59:09","I","2026-01-17 00:20:02","","203683.260354891","442456.779128474","법인","유료",
"480","유료직업소개소","11_50_02_P","3290000","2026329018714500001","2026-01-15","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 당감동 366-3","부산광역시 부산진구 동평로50번길 2-20, 2층 (당감동)","47177","온정성간병협회","2026-01-15 16:13:45","I","2026-01-17 00:20:02","","385305.219933522","186938.420283296","개인","유료",
"481","유료직업소개소","11_50_02_P","4090000","2026409051514500001","2026-01-15","","01","영업/정상","20","영업중","","","","","","","","경기도 김포시 양촌읍 양곡리 1305-1","경기도 김포시 양촌읍 양곡2로 58, 407호","10060","미소여성인력","2026-01-15 17:14:37","I","2026-01-17 00:20:02","","167062.220913941","461632.600752097","개인","유료",
"482","유료직업소개소","11_50_02_P","3270000","2023327013914500006","2023-08-11","","03","폐업","40","폐업","2025-12-31","","","","0518951700","","","부산광역시 동구 수정동 116-4 베스안오션뷰","부산광역시 동구 고관로 90, 3층 302호 (수정동, 베스안오션뷰)","48791","주식회사 유경기업","2026-01-15 15:40:24","U","2026-01-17 02:40:00","","386365.899896917","182784.670118247","법인","유료",
"483","유료직업소개소","11_50_02_P","5530000","2016553032914500007","2016-12-19","","01","영업/정상","20","영업중","","","","","03180257557","","","경기도 화성시 영천동 832-2 금강펜테리움IT타워","경기도 화성시 동탄기흥로 557, 금강펜테리움IT타워 5층 506호 (영천동)","18469","위키에이드","2026-01-15 09:28:18","U","2026-01-17 02:40:00","","208118.799423303","412052.825796122","개인","유료",
"484","유료직업소개소","11_50_02_P","5530000","2018553036114500004","2018-04-20","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 산척동 728-2 우성에듀파크","경기도 화성시 동탄순환대로 127-23, 우성에듀파크 306호 (산척동)","18505","퍼스트 다인","2026-01-15 09:26:04","U","2026-01-17 02:40:00","","209456.48","407330.550000001","개인","유료",
"485","유료직업소개소","11_50_02_P","4500000","2019450029414500003","2019-08-29","","03","폐업","40","폐업","2026-01-15","","","","041 858 0315","","","충청남도 공주시 중학동 90번지","충청남도 공주시 웅진로 102-1 (중학동)","32563","가나건설인력","2026-01-15 13:12:38","U","2026-01-17 02:40:00","","211025.901277159","327621.647575743","개인","유료",
"486","유료직업소개소","11_50_02_P","4241000","2019424019214500006","2019-07-18","","01","영업/정상","20","영업중","","","","","0335760488","","","강원특별자치도 삼척시 남양동 24-4 8통 1반 건풍타운 602호","강원특별자치도 삼척시 중앙로3길 11 (사직동)","25930","행운인력","2026-01-15 14:24:17","U","2026-01-17 02:40:00","","391525.128039105","440236.441320173","개인","유료",
"487","유료직업소개소","11_50_02_P","4321000","2020432006214500004","2020-07-13","","01","영업/정상","90","경고조치","","","","","","","","강원특별자치도 양구군 양구읍 상리 269-17","강원특별자치도 양구군 양구읍 중앙길 43-7","24533","양구남면인력","2026-01-15 11:56:45","U","2026-01-17 02:40:00","","286720.299666945","511871.864929813","개인","유료",
"488","유료직업소개소","11_50_02_P","3180000","2024318025614500039","2024-09-10","","01","영업/정상","20","영업중","","","","","0262158151","","","서울특별시 영등포구 당산동3가 395-31 JUM","서울특별시 영등포구 당산로31길 16-1, JUM 402호 (당산동3가)","07256","(주)글로벌취업센터","2026-01-15 18:44:09","U","2026-01-17 02:40:00","","190641.013239169","447188.60496999","법인","유료",
"489","유료직업소개소","11_50_02_P","3630000","2013363017014500002","2013-01-24","","01","영업/정상","20","영업중","","","","","","","","광주광역시 광산구 비아동 705번지 7호","광주광역시 광산구 비아로12번길 40 (비아동)","62238","선우인력공사","2026-01-15 13:12:01","U","2026-01-17 02:40:00","","183834.052317544","191440.082201167","개인","유료",
"490","유료직업소개소","11_50_02_P","3780000","2011378019614500026","2011-11-10","","01","영업/정상","20","영업중","","","","","031 747 1211","","","경기도 성남시 중원구 성남동 4169","경기도 성남시 중원구 성남대로 1133, 430호 (성남동)","13376","최병진","2026-01-15 13:49:49","U","2026-01-17 02:40:00","","211313.708010185","436554.780756187","개인","유료",
"491","유료직업소개소","11_50_02_P","3010000","2009301010314500006","2009-03-17","","01","영업/정상","20","영업중","","","","","02  760 8851","","","서울특별시 중구 태평로1가 84번지 파이낸스센터 15층","서울특별시 중구 세종대로 136, 15층 (태평로1가, 파이낸스빌딩)","04520","퍼솔코리아 유한회사","2026-01-15 10:38:28","U","2026-01-17 02:40:00","","197963.789217064","451793.816975812","법인","유료",
"492","유료직업소개소","11_50_02_P","3010000","2016301013114500001","2012-03-22","","01","영업/정상","20","영업중","","","","","02  739 8620","","","서울특별시 중구 남대문로1가 18번지 대일빌딩","서울특별시 중구 남대문로 120, 대일빌딩 8층 (남대문로1가)","04540","주식회사 써치앤컴퍼니","2026-01-15 10:31:30","U","2026-01-17 02:40:00","","198432.295442181","451739.340203358","법인","유료",
"493","유료직업소개소","11_50_02_P","3220000","2024322025014500033","2009-08-03","","01","영업/정상","20","영업중","","","","","02  34501234","","","서울특별시 강남구 신사동 586-7","서울특별시 강남구 논현로 805, 유로프라자 G층 (신사동)","06032","(주)에이치알그룹","2026-01-15 09:43:34","U","2026-01-17 02:40:00","","202365.891834313","446490.93403108","법인","유료",
"494","유료직업소개소","11_50_02_P","3510500","2024351057814500008","2024-06-04","","01","영업/정상","20","영업중","","","","","","","","인천광역시 미추홀구 주안동 15-1","인천광역시 미추홀구 길파로 26, 2층 201호 (주안동)","22125","최고인력사무소","2026-01-15 09:09:28","U","2026-01-17 02:40:00","","171606.546426649","440702.343771585","개인","유료",
"495","유료직업소개소","11_50_02_P","3360000","2024336016614500003","2024-06-17","","01","영업/정상","20","영업중","","","","","051 941 7114","","","부산광역시 강서구 강동동 33-6","부산광역시 강서구 낙동북로 136, 2층 (강동동)","46706","114인력개발","2026-01-15 15:43:37","U","2026-01-17 02:40:00","","376920.497319968","192440.436825939","개인","유료",
"496","유료직업소개소","11_50_02_P","4741000","2024474103714500001","2024-08-19","","03","폐업","40","폐업","2026-01-15","","","","","","","전북특별자치도 무주군 무주읍 읍내리 172-3","전북특별자치도 무주군 무주읍 단천로 118","55521","무지개 인력","2026-01-15 17:23:36","U","2026-01-17 02:40:00","","259789.209677706","278784.902348368","개인","유료",
"497","유료직업소개소","11_50_02_P","5410000","2024541011214500001","2024-01-15","","01","영업/정상","20","영업중","","","","","","","","경상남도 창녕군 남지읍 남지리 722-11","경상남도 창녕군 남지읍 낙동로 424-2","50355","유채인력","2026-01-15 13:02:42","U","2026-01-17 02:40:00","","333553.011533084","210828.236489052","개인","유료",
"498","유료직업소개소","11_50_02_P","3220000","2020322023714500003","2020-01-21","","01","영업/정상","20","영업중","","","","","0269514355","","","서울특별시 강남구 역삼동 735-3 포스코타워 역삼","서울특별시 강남구 테헤란로 134, 포스코타워 역삼 5,6,9층 (역삼동)","06235","(주)리멤버앤컴퍼니","2026-01-15 13:18:54","U","2026-01-17 02:40:00","","202900.590297224","444136.728684457","법인","유료",
"499","유료직업소개소","11_50_02_P","5440000","2021544016514500001","2021-12-15","","01","영업/정상","20","영업중","","","","","","","","경상남도 하동군 하동읍 읍내리 299-31 화신장여관","경상남도 하동군 하동읍 중앙로 47-1, 화신장여관","52329","개미인력하동점","2026-01-15 14:26:53","U","2026-01-17 02:40:00","","268085.984001852","174878.252704165","개인","유료",
"500","유료직업소개소","11_50_02_P","3160000","2026316016014500004","1996-12-27","","01","영업/정상","20","영업중","","","","","02  856 3434","","","서울특별시 구로구 구로동 803-4","서울특별시 구로구 도림로 11, 이에스빌딩 3층 (구로동)","08320","(주)동서인력개발","2026-01-15 15:06:34","U","2026-01-17 02:40:00","","189916.083015714","442635.266944362","법인","유료",
"501","유료직업소개소","11_50_02_P","3180000","2010318016714500018","2010-12-07","","01","영업/정상","20","영업중","","","","","000207039900","","","서울특별시 영등포구 문래동3가 55-20 에이스하이테크시티","서울특별시 영등포구 경인로 775, 에이스하이테크시티 907, 908, 909, 910호 (문래동3가)","07299","(주)제이엠커리어","2026-01-15 17:38:10","U","2026-01-17 02:40:00","","190996.357288859","445841.377603245","법인","유료",
