"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","판매점영업면적",
"454","안전상비의약품 판매업소","01_01_05_P","4681000","PHMH320244681049087500010","2024-04-25","","03","폐업","03","폐업","2026-01-15","","","","","","","","전북특별자치도 익산시 인북로 324, 세븐일레븐 익산어울림점 (남중동)","54633","세븐일레븐 익산어울림점","2026-01-15 17:49:22","U","2026-01-17 02:40:00","","196399.621373325","272969.981352385","66",
"455","안전상비의약품 판매업소","01_01_05_P","3640000","PHMH320123640023087500067","2012-11-16","","01","영업/정상","13","영업중","","","","","042-286-2711","","","대전광역시 동구 천동 522","대전광역시 동구 대전로542번길 80-71, 1층 102호 (천동)","34684","세븐일레븐 대전천동점","2026-01-14 10:43:58","U","2026-01-17 02:40:00","","240076.141668498","312915.875135631","30",
"456","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320204060023087500028","2020-05-28","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 목동동 898번지 운정 화성파크드림 시그니처","경기도 파주시 청암로 50, 단지내상가 7202동 112,113호 (목동동, 운정 화성파크드림 시그니처)","10871","씨유운정파크드림점","2026-01-14 11:24:54","U","2026-01-17 02:40:00","","176723.402201334","470239.582043284","78.82",
"457","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320204060023087500029","2020-05-29","","01","영업/정상","13","영업중","","","","","031-949-1344","","","경기도 파주시 동패동 1759번지 5호 삼성메디컬 프라자","경기도 파주시 미래로 375, 삼성메디컬 프라자 1층 105호 (동패동)","10905","씨유 운정삼성프라자점","2026-01-14 13:18:48","U","2026-01-17 02:40:00","","177520.718786994","467693.341326295","0",
"458","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320204060023087500030","2020-05-28","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 동패동 1711 책향기마을우남퍼스트빌아파트","경기도 파주시 책향기로 207, 책향기마을우남퍼스트빌아파트 에이동 101,102호 (동패동)","10874","지에스25 교하사랑점","2026-01-14 13:29:45","U","2026-01-17 02:40:00","","175227.027850133","468688.105899947","61",
"459","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320204060023087500023","2020-05-08","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 동패동 1771번지 한울마을6단지","경기도 파주시 한울로 102, 한울마을6단지 상가동 101호 (동패동)","10905","씨유 운정한울6단지점","2026-01-14 13:19:02","U","2026-01-17 02:40:00","","177233.369679491","467376.182012521","24",
"460","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500070","2021-10-22","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 다율동 720 해오름마을11단지 우미린 더퍼스트","경기도 파주시 해올로 11, 상가동 101~104호 (다율동, 해오름마을11단지 우미린 더퍼스트)","10865","씨유파주우미린점","2026-01-14 13:29:03","U","2026-01-17 02:40:00","","175831.0655895","470235.032372188","122",
"461","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500077","2021-11-23","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 문발동 578-3","경기도 파주시 해바라기길 62(문발동)","10884","지에스25 문발타운점","2026-01-14 13:28:47","U","2026-01-17 02:40:00","","174071.761589547","468873.651490732","0",
"462","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320143330024087500001","2014-01-07","","03","폐업","03","폐업","2026-01-15","","","","051-529-4332","","612-810","부산광역시 해운대구 반여동 559번지 반여농산물도매시장내서비스동","부산광역시 해운대구 수영강변대로 626 (반여동, 반여농산물도매시장내서비스동)","48031","씨유 반여 농산물점","2026-01-15 17:28:58","U","2026-01-17 02:40:00","","393233.931123574","192684.487637574","66",
"463","안전상비의약품 판매업소","01_01_05_P","3300000","PHMH320143300024087500001","2014-02-03","","01","영업/정상","13","영업중","","","","","051-552-0077","","607-833","부산광역시 동래구 온천동 210번지 20호","부산광역시 동래구 금강공원로 31-1 (온천동)","47712","CU 동래온천점","2026-01-15 11:54:15","U","2026-01-17 02:40:00","","389407.829154031","193052.222038794","0",
"464","안전상비의약품 판매업소","01_01_05_P","3620000","PHMH320173620020087500029","2017-04-20","","03","폐업","03","폐업","2026-01-15","","","","","","","광주광역시 북구 오치동 1028번지 15호","광주광역시 북구 능안로 21, 1층 (오치동, 1)","61124","GS25광주자연고","2026-01-15 14:10:25","U","2026-01-17 02:40:00","","192361.602897534","187559.99733346","3.3",
"465","안전상비의약품 판매업소","01_01_05_P","5530000","PHMH320165530021087500025","2016-04-04","","01","영업/정상","13","영업중","","","","","031-375-4246","","","경기도 화성시 영천동 678번지 4호","경기도 화성시 동탄순환대로 697, 110,111호 (영천동)","18472","씨유 동탄영천점","2026-01-14 14:42:58","U","2026-01-17 02:40:00","","209718.788695458","411669.826877865","45.08",
"466","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320184060023087500038","2018-08-28","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 경의로 1056, 119호 (야당동)","10908","씨유야당아이플렉스점","2026-01-14 13:20:19","U","2026-01-17 02:40:00","","178728.630786664","467728.453869867","40",
"467","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320204060023087500056","2020-08-12","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 야당동 1079","경기도 파주시 심학산로 628, 1층 105호 (야당동)","10908","씨유 파주운정힐스","2026-01-14 11:30:25","U","2026-01-17 02:40:00","","178896.460953293","468256.964626115","79.9",
"468","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320204060023087500046","2020-07-17","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 야당동 1085","경기도 파주시 소리천로 29, 유은5차 147호 (야당동)","10908","지에스25 파주유은점","2026-01-14 13:18:32","U","2026-01-17 02:40:00","","178884.862600289","468183.699282579","0",
"469","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320204060023087500037","2020-07-01","","01","영업/정상","13","영업중","","","","","031-942-8871","","","경기도 파주시 문발동 552-10","경기도 파주시 노을빛로 16, 1층 (문발동)","10879","지에스(GS)25 문발초교점","2026-01-14 13:29:29","U","2026-01-17 02:40:00","","174084.873385295","469426.047777038","0",
"470","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320204060023087500044","2020-07-10","","01","영업/정상","13","영업중","","","","","031-949-0222","","","경기도 파주시 와동동 1624-6","경기도 파주시 가람로21번길 19, 1층 (와동동)","10870","씨유 운정 빌리지점","2026-01-14 11:18:46","U","2026-01-17 02:40:00","","178083.629808217","470294.195231728","110",
"471","안전상비의약품 판매업소","01_01_05_P","3910000","PHMH320213910168087500029","2021-07-23","","02","휴업","02","휴업","","2026-01-15","2026-02-20","","","","","경기도 평택시 지제동 922-1","경기도 평택시 지제중앙로 173, 1동 (지제동)","17823","씨유 평택지제중앙점","2026-01-15 17:57:06","U","2026-01-17 02:40:00","","205029.57043236","390966.300693355","132",
"472","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500062","2021-09-09","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 야당동 1079-1","경기도 파주시 소리천로 39, 113호 (야당동)","10908","씨유 운정파크뷰점","2026-01-14 11:28:43","U","2026-01-17 02:40:00","","178951.137506613","468243.991624503","0",
"473","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500063","2021-09-13","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 동패동 553-1 e편한세상 운정 어반프라임","경기도 파주시 양지로 120, 104,105,106호 (동패동, e편한세상 운정 어반프라임)","10888","씨유 운정이편한점","2026-01-14 13:30:47","U","2026-01-17 02:40:00","","175476.328751611","467446.256998483","0",
"474","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500055","2021-08-30","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 야당동 84-1","경기도 파주시 하우고개길 251(야당동)","10909","세븐일레븐 야당하우고개점","2026-01-14 13:25:13","U","2026-01-17 02:40:00","","179552.475897218","468096.780504771","0",
"475","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320224060023087500064","2022-12-06","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 동패동 533-1 파주운정신도시 디에트르 더 퍼스트","경기도 파주시 초롱꽃로 130, A동 104,105호 (동패동, 파주운정신도시 디에트르 더 퍼스트)","10888","GS25 파주 대방점","2026-01-14 13:30:19","U","2026-01-17 02:40:00","","175194.002831386","467670.957273116","0",
"476","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320224060023087500061","2022-11-25","","01","영업/정상","13","영업중","","","","","031-943-8457","","","경기도 파주시 상지석동 447-7 푸른마트","경기도 파주시 상지석길 133, 푸른마트 (상지석동)","10911","GS25 운정희망점","2026-01-14 13:24:11","U","2026-01-17 02:40:00","","180557.485158126","469944.519553914","0",
"477","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320224060023087500057","2022-11-21","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 다율동 산 74-1 운정신도시 푸르지오 파르세나","경기도 파주시 청암로 82, 근생1동 117~119호 (다율동, 운정신도시 푸르지오 파르세나)","10865","씨유 운정파르세나점","2026-01-14 13:27:52","U","2026-01-17 02:40:00","","176364.316986069","470625.502094585","0",
"478","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320224060023087500058","2022-11-21","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 야당동 240-18 구원건축","경기도 파주시 하우2길 55, 구원건축 1층 (야당동)","10909","주식회사 지에스25야당스타점","2026-01-14 13:24:26","U","2026-01-17 02:40:00","","179395.259323383","468378.240881093","0",
"479","안전상비의약품 판매업소","01_01_05_P","3510500","PHMH320233510513087500001","2023-01-01","","03","폐업","03","폐업","2026-01-14","","","","032-881-2508","","","인천광역시 미추홀구 용현동 0 엘에이치미추홀3단지","인천광역시 미추홀구 낙섬중로 129, 상가동 126호 (용현동, 엘에이치미추홀3단지)","22176","시니어편의점(GS25용마루은서점)","2026-01-15 10:23:17","U","2026-01-17 02:40:00","","","","98.17",
"480","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500030","2021-05-07","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 다율동 994-1","경기도 파주시 순못길 80, 1층 (다율동)","10878","씨유 파주다율희망점","2026-01-14 13:29:17","U","2026-01-17 02:40:00","","174801.003172053","469657.172736656","0",
"481","안전상비의약품 판매업소","01_01_05_P","3460000","PHMH320213460023087500024","2021-06-22","","03","폐업","03","폐업","2026-01-15","","","","","","","대구광역시 수성구 욱수동 262-1","대구광역시 수성구 달구벌대로650길 53 (욱수동)","42276","이마트24신매공원점","2026-01-15 14:28:43","U","2026-01-17 02:40:00","","354388.750749412","260702.77475888","0",
"482","안전상비의약품 판매업소","01_01_05_P","3140000","PHMH320213140033087500019","2021-06-08","","03","폐업","03","폐업","2026-01-15","","","","","","","서울특별시 양천구 목동 911-1 이화여대목동병원","서울특별시 양천구 안양천로 1071, 이화여대목동병원 지하1층 (목동)","07985","이마트24 이대목동병원점","2026-01-15 15:39:03","U","2026-01-17 02:40:00","","189878.40729119","448255.199632516","66.11",
"483","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500033","2021-05-24","","03","폐업","03","폐업","2026-01-15","","","","","","","경기도 파주시 금촌동 952-6 현인메트로","경기도 파주시 후곡로 3, 현인메트로 101층 (금촌동)","10924","지에스(GS)25 파주으뜸점","2026-01-14 15:45:13","U","2026-01-17 02:40:00","","180004.759913457","472766.041938237","0",
"484","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320214060023087500043","2021-07-02","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 야당동 288-8","경기도 파주시 운정1길 84, 1층 (야당동)","10909","자활기업한빛 씨유 야당점","2026-01-14 13:25:27","U","2026-01-17 02:40:00","","179332.473607528","468962.827209462","0",
